Column_1,Column_2,Column_3,Column_4,Column_5,Column_6
1203.,PT Sanata System,"Perum Taman Muding Mekar D/19 Lingkungan Kesambi, Kerobokan, Kuta Utara, Kerobokan Kaja, Kuta Utara, Kabupaten Badung, Bali",Telp. 082*********,,62021
1204.,CV Santa Glory Fiber Glassindo,"JALAN GUNUNG ARJUNA NO. 9, LINGK.PENGIPIAN, DESA/KELURAHAN KEROBOKAN KELOD, Kerobokan  Kelod, Kuta Utara, Kabupaten Badung, Bali",Telp. 0361-732960,,
1205.,PT Sarana Arga Gemeh Amerta,"Jl. Serma Merta No. 2, Dauh Puri Kangin, Denpasar Barat, Kota Denpasar, Bali",Telp. 0361228466,,11051
1206.,PT Sarana Motorcycle Bali,"JL Uluwatu 1 no 88, jimbaran, Kuta Selatan, Kabupaten Badung, Bali",Telp. 0361703839,,45407
1207.,PT SARANA TANI PRATAMA,"JLN. KUD MINA KARYA , DUSUN KELAPA BALIAN, Pengambengan, Negara, Kabupaten Jembrana, Bali",Telp. 0365 4546500,,10221
1208.,CV Saraswati,"JL PULAU SEBATIK NO. 45, Dauh Puri Kelod, Denpasar Barat, Kota Denpasar, Bali",Telp. 081*******,,14111
1209.,CV SARASWATI 108,"JALAN PULAU IRIAN, GANG V, LINGKUNGAN MENEGA, Dauhwaru, Jembrana, Kabupaten Jembrana, Bali",Telp. (0365) 43015,,32909
1210.,PR Sari Inten,"JL. RAYA NEGARA NO. 11 LINGK NEGARA, Sading, Mengwi, Kabupaten Badung, Bali",Telp. 085*********,,10710
1211.,PR Sari Luwih,"JL PADANG LUWIH NO 91, Dalung, Kuta Utara, Kabupaten Badung, Bali",Telp. 081*********,,10799
1212.,PT Sari Rambut,"Dusun Abuan Kauh, Susut, Susut, Kabupaten Bangli, Bali",Telp. 036692222,,32909
1213.,PR Sari Rejeki,"Dusun Tanglad Desa Tanglad, Tanglad, Nusa Penida, Kabupaten Klungkung, Bali",Telp. 081*********************,,13122
1214.,PR Sari Songket,"Banjar Dinas Tabola, Kecamatan Sidemen, Kabupaten Karangsem, Sidemen, Sidemen, Kabupaten Karang Asem, Bali",Telp. +62 852-3706-4151,,13122
1215.,PT Sariguna Primatirta,"Jl. Br Jelijih Tegeh Desa Megati, Megati, Salamadeg Timur, Kabupaten Tabanan, Bali",Telp. 0318544400,,11051
1216.,PT Sariguna Primatirta,"Jl. Teuku Umar Barat, Padangsambian kelod, Denpasar Barat, Kota Denpasar, Bali",Telp. 0318544400,,11051
1217.,PT Sariguna Primatirta,"Jl. Dusun Selat, Perean, Baturiti, Kabupaten Tabanan, Bali",Telp. 0318544400,,11051
1218.,UD Sarikuning Furniture,"Dsn Sarikuning, Ds Tukadaya, Kec. Melaya, Kab. Jembrana, Bali, Desa/Kelurahan Tukadaya, Kec. Melaya, Kab. Jembrana, Provinsi Bali, Tukadaya, Melaya, Kabupaten Jembrana, Bali",Telp. 087*********,,31001
1219.,PR Satanic Custom Ring666,"BR. CELUK, Celuk, Sukawati, Kabupaten Gianyar, Bali",Telp. 081*********,,32112
1220.,PT SATRIA PANGAN SEJATI,"JL. Kediri No.36 A, Tuban, Kuta, Kabupaten Badung, Bali",Telp. 0361 763880,,10130
1221.,PT Satriacipta Asta Kencana,"JL. IDA BAGUS MANTRA KM 14.5 BR. GELUMPANG, Sukawati, Sukawati, Kabupaten Gianyar, Bali",Telp. 0361463451,,23953
1222.,PT Satu Enam Delapan Benoa,"Kompleks Pelabuhan Benoa, Jl. Ikan Tuna III, No. 1B, Benoa 80223, Denpasar, Bali, Pedungan, Denpasar Selatan, Kota Denpasar, Bali",Telp. 0361724096,,10213
1223.,CV Satyaloka Parama Sidhi,"BR,DINAS BELATUNG, Menanga, Rendang, Kabupaten Karang Asem, Bali",Telp. 081*********,,20129
1224.,PT SEA SIX ENERGY INDONESIA,"jl. ketut sanggra no.66, Patas, Gerokgak, Kabupaten Buleleng, Bali",Telp. 085*********,,10298
1225.,PT Seafood Inspection Laboratory,"Jalan Bedugul No 37B, Sidakarya, Denpasar Selatan, Kota Denpasar, Bali",Telp. 03614484924,,71202
1226.,CV Sedana Gemilang Utama,"Jalan WR. Supratman Gang Astina No. 9X, Sumerta Kaja, Denpasar Timur, Kota Denpasar, Bali",Telp. 087*********,,14120
1227.,PR Segara Ayu,"Banjar Ketapang Muara, Pengambengan, Negara, Kabupaten Jembrana, Bali",Telp. 081********,,10794
1228.,PT Semen Tonasa,"Jl. Pelabuhan Celukan Bawang, Celukanbawang, Gerokgak, Kabupaten Buleleng, Bali",Telp. 0410-312345,,82920
1229.,PT SENSATIA BOTANICALS,"Jalan Pantai Jasri No. 720, Jasri Kelod, Subagan, Karangasem, Kabupaten Karang Asem, Bali",Telp. 085**********,,20232
1230.,PT Sentana Bali Sejahtera,"Jl. pakerisan Br. Lebah Desa Keramas Kec. Blahbatuh Kab. Gianyar, Keramas, Blahbatuh, Kabupaten Gianyar, Bali",Telp. 03614791547,,11051
1231.,PT Sentosa Cemerlang Niaga Abadi,"Jalan Permata Gatsu, No 99x, Block C, Ubung, Denpasar Utara, Kota Denpasar, Bali",Telp. 085*********,,
1232.,PT Sevanam Teknologi Solusindo,"JL RAYA KEROBOKAN NO 123, KEROBOKAN KELOD, KUTA UTARA, Kabupaten Badung, Bali",Telp. 0361730170,,62019
1233.,PR She Demen Internasional,"Jalan Gang besakih, Banjar Semseman, Desa Sangkan Gunung, Sangkan Gunung, Sidemen, Kabupaten Karang Asem, Bali",Telp. 082*********,,10422
1234.,PR Shima Boutique,"Br. Mukti Desa Singapadu Kec. Sukawati, Singapadu, Sukawati, Kabupaten Gianyar, Bali",Telp. 081*********,,14111
1235.,CV sidarta Gautama,"Jl.Tanah Lot, Br. Laing, Pandak Bandung, Pandak Bandung, Kediri, Kabupaten Tabanan, Bali",Telp. 085*********,,11051
1236.,UD Sinar Abadi,"Jalan wibisana No.67-68, Banjar Bali, Buleleng, Kabupaten Buleleng, Bali",Telp. 081*********,,10710
1237.,PT Perorangan Sinar Media Grafika,"JL. Sadar Gg.3 Lingkungan Arum, Desa/Kelurahan Gilimanuk. Kec. Melaya, Kab. Jembrana, Provinsi Bali, Gilimanuk, Melaya, Kabupaten Jembrana, Bali",Telp. 085*********,,18111
1238.,PT Sinar Sosro Gunung Slamat,"Jl. Raya Kemenuh, Kemenuh, Sukawati, Kabupaten Gianyar, Bali",Telp. 0361952502,,11040
1239.,PT SINAR TIMUR SUKSES,"Banjar Dinas Mawar, Tukadsumaga, Gerokgak, Kabupaten Buleleng, Bali",Telp. 085***********,,11031
1240.,PT Sinarbali Binakarya,"Br. Dinas Muntig, Tulamben, Kubu, Kabupaten Karang Asem, Bali",Telp. (0361) 243763,,23963
1241.,PT Sinarbali Binakarya,"Dusun Apet, Desa Selat, Klungkung, Selat, Klungkung, Kabupaten Klungkung, Bali",Telp. (0361)243763,,23990
1242.,PT Sinarmarga Saranalestari,"Jl. Raya Sempidi No. 43, Sempidi, Mengwi, Kabupaten Badung, Bali",Telp. 0361422470,,20221
1243.,PR Siwiyanti,"Br.Canggu Permai Tempekan V Blok D.III/50, Tibubeneng, Kuta Utara, Kabupaten Badung, Bali",Telp. 089**********,,10313
1244.,PT Soejasch Bali,"Jl. Gunung Patas No. 1, Padangsambian Kelod, Denpasar Barat, Kota Denpasar, Bali",Telp. 0361.420811,,10130
1245.,PR Sofyan Jaenuri,"Jalan Gelogor Carik, Pemogan, Denpasar Selatan, Kota Denpasar, Bali",Telp. 085*********,,95120
1246.,PR Sokasati Motor,"Jl. Sokasati No. 4, Kesiman, Denpasar Timur, Kota Denpasar, Bali",Telp. (0361) 262671,,45201
1247.,PT Solusi Anak Sakti,"Jalan By Pass Ngurah Rai Nomor 439, Sesetan, Denpasar Selatan, Kota Denpasar, Bali",Telp. 081*********,,63122
1248.,PT Somre Air Bahagia,"Jalan Mertasari No. 74, Sidakarya, Denpasar Selatan, Kota Denpasar, Bali",Telp. 03614721377,,
1249.,PT Songgolangit Persada,"JL. Raya Desa Bengkel, Desa/Kelurahan Bengkel, Kec. BusungBiu,  Kab. Buleleng, Provinsi Bali, Kode Pos : 81115, Bengkel, Busungbiu, Kabupaten Buleleng, Bali",Telp. +62 812-3827-237,,21013
1250.,PT Spa Faktori Bali,"Jln. Pura Pengulapan No. 3, Ungasan, Kuta Selatan, Kabupaten Badung, Bali",Telp. 0361-4480255,,20232
1251.,PR Sport.idi,"Jl. Raya Sading No.117, Sading, Kec. Mengwi, Kabupaten Badung, Bali 80351, Pererenan, Mengwi, Kabupaten Badung, Bali",Telp. 085*********,,14111
1252.,PR Sri Intan Silver,"Jalan Serma Cok Ngurah Gambir No. 26, Banjar Bungsu, Singapadu, Sukawati, Kabupaten Gianyar, Bali",Telp. 081*********,,32112
1253.,PR Sri Mandiri,"Tegalinggah, Tegalinggah, Karangasem, Kabupaten Karang Asem, Bali",Telp. 0,,16292
1254.,PR Sri Wahyuni,"Jalan Werkudara No. 19, Semarapura  Kelod Kangin, Klungkung, Kabupaten Klungkung, Bali",Telp. 081********,,10710
1255.,PR Sri Widhi,"Dusun Kanginan Desa paksebali, Paksebali, Dawan, Kabupaten Klungkung, Bali",Telp. 085*********,,
1256.,PR Srikandi Jaya Sejahtera,"Jl. SMKI Gang Penyawangan Batubulan, Batubulan, Sukawati, Kabupaten Gianyar, Bali",Telp. 085*********,,14301
1257.,PT Starlight General Services,"JALAN RATNA NOMOR 80, Tonja, Denpasar Utara, Kota Denpasar, Bali",Telp. 087*********,,62019
1258.,PT Starone Mitra Telekomunikasi,"Jl. Gatot Subroto, Padang Sambian Kaja, Denpasar Barat, Kota Denpasar, Bali",Telp. 021 21684072,,63112
1259.,PT Starone Mitra Telekomunikasi,"Jl. Bay Pass Ngurah Rai, Tuban NO.88, Kuta, Kuta, Kabupaten Badung, Bali",Telp. 021 21684072,,63112
1260.,PT Studio 100,"JL. GRIYA RESIMUKA ASRI NO 37,, TEGAL KERTHA, DENPASAR BARAT, Kota Denpasar, Bali",Telp. 085*********,,14120
1261.,PT Studio Kami Mandiri,"Jalan Thamrin Nomor 31, Pemecutan Kelod, Denpasar Barat, Kota Denpasar, Bali",Telp. +628113862200,,63112
1262.,PT Studio Kami Mandiri,"JALAN GUNUNG BATOK NO 200, Tegal Harum, Denpasar Barat, Kota Denpasar, Bali",Telp. 081********,,
1263.,PR Suardita Silver,"Br. Abasan, Singapadu Tengah, Sukawati, Kabupaten Gianyar, Bali",Telp. 082*********,,24201
1264.,CV Suas Karya,"Banjar Dinas Batudawa, Desa/Kelurahan Tulamben, Kecamatan Kubu, Kabupaten Karangasem, Tulamben, Kubu, Kabupaten Karang Asem, Bali",Telp. 087*********,,23963
1265.,PR Sudin,"Jalan Tegeh Sari No.63, Kuta, Kuta, Kabupaten Badung, Bali",Telp. 081*********,,21022
1266.,PR Sugus Jaya,"Jl. Sriwijaya, Dangin Tukadaya, Jembrana, Kabupaten Jembrana, Bali",Telp. 085*********,,11052
1267.,PT SUKSES INDAH METALINDO,"Jl. Margomulyo 44, Pergudangan Suri Mulia ii 14 - 15, Tambak Sarioso, Asem Rowo, Kota Surabaya, Jawa Timur",Telp. 081*********,,25119
1268.,PR Sumadi Batik,"Jl. Kebo Iwa Utara Perum Swamandala 20 No. 7, Padangsambian Kaja, Denpasar Barat, Kota Denpasar, Bali",Telp. 081*******,,14111
1269.,PT Sumber Air Dewa,"Jl. Pajajaran Gang Air Dewa 89, Banjar Dinas Bantas Bale Agung, Bantas, Salamadeg  Timur, Kabupaten Tabanan, Bali",Telp. 081********,,11020
1270.,CV Sumber Nadi Garibaldy,"JL.Raya Mengwitani, Mengwitani, Mengwi, Kabupaten Badung, Bali",Telp. +62 857-3806-8055,,11051
1271.,UD Sumber Rejeki,"Br. Babakan Kawan, Gulingan, Mengwi, Kabupaten Badung, Bali",Telp. 081*********,,23953
1272.,PT Sumberdaya Bali Perkasa,"Jalan I Gusti Ketut Do No. 200 B, Sengkidu, Manggis, Kabupaten Karang Asem, Bali",Telp. 082*********,,
1273.,PT Summer Batik,"Jl. Dewi Sri III No. 2 Lingkungan Abianbase, Kuta, Kuta, Kabupaten Badung, Bali",Telp. 0361-4727006,,14111
1274.,CV Sunshine Agri Pratama,"Belakang Pertokoan Sudarma Kebo Iwa Square Nomor 23, Jalan Kebo Iwa Selatan, Padang Sambian Kaja, Denpasar Barat, Kota Denpasar, Bali",Telp. 081*******,,10314
1275.,PT SUPA DUPA SPICE,"Jalan Kaja Kauh No. 8, Br. Pengosekan, Mas, Ubud, Kabupaten Gianyar, Bali",Telp. 0361975051,,20232
1276.,PR Supri Batik,"JALAN KEBO IWA GG. KEBUN GRIYA NO. 5,, Padangsambian Kaja, Denpasar Barat, Kota Denpasar, Bali",Telp. +6281338688414,,13132
1277.,PR Supriati Utami,"Jl. Made Bulet, Gg. Sembung Blok/Kav/No.1, Dalung, Kuta Utara, Kabupaten Badung, Bali",Telp. 081*********,,10799
1278.,PT SURI TANI PEMUKA,"Jalan Seriti - Gilimanuk Km 35, Desa Pemuteran, Desa Pemuteran, Gerokgak, Kabupaten Buleleng, Bali",Telp. 081*********,,
1279.,PT Surya Dewata Abadi Citra Rasa,"JL. TEUKU UMAR NO. 204, Dauh Puri Kauh, Denpasar Barat, Kota Denpasar, Bali",Telp. 0361-238923,,10710
1280.,PT Surya Mas Agung,"Jl. Raya Tanah Lot KM.4, Pandak Bandung, Kediri, Kabupaten Tabanan, Bali",Telp. 830942,,22112
1281.,PR Sustianto,"Jl. Kresek Gang Ikan Duyung No. 7, Sesetan, Denpasar Selatan, Kota Denpasar, Bali",Telp. 081********,,95220
1282.,PR Suwarno,"JALAN PULAU SAELUS NO. 50 PEDUNGAN, DENPASAR SELATAN, Desa/Kelurahan Pedungan, Kec. Denpasar Selatan, Kota Denpasar, Provinsi Bali, Pedungan, Denpasar Selatan, Kota Denpasar, Bali",Telp. 085********,,95120
1283.,PR Swastyastu,"BR. DINAS BUNGKULAN, Seraya Barat, Karangasem, Kabupaten Karang Asem, Bali",Telp. 085*********,,
1284.,PR Sylvia Wiyanthi,"LINGK. CANDI BARU, Desa/Kelurahan Gianyar, kec. Gianyar, Kab. Gianyar, Provinsi Bali, Gianyar, Gianyar, Kabupaten Gianyar, Bali",Telp. 089*********,,14111
1285.,CV Ta-ga-shi,"Jl. Persada 17, Kerobokan Kelod, Kuta Utara, Kabupaten Badung, Bali",Telp. 0361737775,,16294
1286.,PT TAKSU SAKTI JAYA,"Jln. Pantai Seseh No.2 Br.Batan Tanjung., Cemagi, Mengwi, Kabupaten Badung, Bali",Telp. 081*********,,12011
1287.,PT Tamba Sanji Wani,"Br. Dinas Meliling Kawan, Meliling, Kerambitan, Kabupaten Tabanan, Bali",Telp. 03618944047,,20232
1288.,CV Tan's Bakery,"JALAN LEGIAN NOMOR 131 LINGKUNGAN PELASA, KUTA, KUTA, Kabupaten Badung, Bali",Telp. 0361750625,,10710
1289.,UD Tarbatin,"jl. Raya Kayu Putih,Kel.Bebandem,Kec.Bebandem,Kab.Karangasem,Prop.Bali, Bebandem, Bebandem, Kabupaten Karang Asem, Bali",Telp. 0363-22274,,11051
1290.,CV Tarum Bali Sejahtera,"JALAN CUCUKAN LAMA GG NUSANTARA NOMOR 6, Medahan, Blahbatuh, Kabupaten Gianyar, Bali",Telp. 0361950906,,14131
1291.,PR Tarunira,"BD Cutcut, Desa Ban, Kecamatan Kubu,, Kabupaten Karangasem, Ban, Kubu, Kabupaten Karang Asem, Bali",Telp. 082*********,,10722
1292.,PT TATA ASRI SEKAWAN,"Jl. Muding Mundeh No.25, Kerobokan  Kaja, Kuta Utara, Kabupaten Badung, Bali",Telp. 087*********,,10531
1293.,PT Tata Tani Indonesia,"Br. Tengah, Jalan Raya Bonbiyu, Saba, Blahbatuh, Kabupaten Gianyar, Bali",Telp. 081*********,,20129
1294.,PR TAUFIK,"LINGKUNGAN KEROBOKAN, Loloan Barat, Negara, Kabupaten Jembrana, Bali",Telp. 082*********,,13122
1295.,PR Tedung Tegal Wangi,"Jln. Raya Sading No. 57 Pekandelan Dauhan Desa Sading, Sading, Mengwi, Kabupaten Badung, Bali",Telp. 082**********,,16293
1296.,PT Tejakula Lestari Jaya,"Jl. Dolphin, Dusun Tegal Sumaga, Kel. Tejakula, Tejakula, Buleleng, Bali, Tejakula, Tejakula, Kabupaten Buleleng, Bali",Telp. 087*********,,20232
1297.,PT Perorangan Tenun Agung Bali,"Desa Jehem, Jehem, Tembuku, Kabupaten Bangli, Bali",Telp. 081*********,,13122
1298.,PR Tenun Mujur Sari,"Dusun Ulun Sui Desa Sampalan Klod, Kec Dawan, Sampalan Kelod, Dawan, Kabupaten Klungkung, Bali",Telp. 085*********,,
1299.,PR Tiara Jaya,"JL. RAYA SADING NO. 19, LINGK. DLOD BINGIN, Sading, Mengwi, Kabupaten Badung, Bali",Telp. 087*********,,10794
1300.,PR Tiga Dewi,"Banjar Pasekan, Lingkungan Dajan Bingin, Kelurahan Sading, Sading, Mengwi, Kabupaten Badung, Bali",Telp. 085*********,,10794
1301.,PT Tiga Empat Tiga Generasi Cerdas,"Jalan raya Cupel, Baluk, Negara, Kabupaten Jembrana, Bali",Telp. -,,10761
1302.,PT Tigris Inovatif Solusi,"Jl. Cempaka Putih, Banjar Dinas Samsam II, Kelurahan Samsam, Kecamatan Kerambitan, Kabupaten Tabanan, Provinsi Bali, Samsam, Kerambitan, Kabupaten Tabanan, Bali",Telp. 02151577777,,11051
1303.,PR Tineke Indradjaya,"Nuns sandat III no. 28, Kesiman, Denpasar Timur, Kota Denpasar, Bali",Telp. 081********,,32909
1304.,CV Tirta Amerta,"JL. PULAU MOYO GG SUBAK SARI NO 4, Pedungan, Denpasar Selatan, Kota Denpasar, Bali",Telp. 0361 724995,,11051
1305.,PT Tirta Cupu Manik,"Jalan Gunung Catur Nomor 12, Padang Sambian Kaja, Denpasar Barat, Kota Denpasar, Bali",Telp. 081*********,,23932
1306.,PT Tirta Investama,"Jl. Raya Denpasar - Gilimanuk, Sembung Gede, Kerambitan, Kabupaten Tabanan, Bali",Telp. 02129961000,,11051
1307.,PT Tirta Investama,"Banjar Gumasih, Dusun Mambal Kajanan, Mambal, Abiansemal, Kabupaten Badung, Bali",Telp. 02129961000,,11051
1308.,CV Tirta Multi Jaya,"Jln Cempaka Putih 99 Samsam II - Samsam, Samsam, KERAMBITAN, Kabupaten Tabanan, Bali",Telp. 081*********,,11051
1309.,PT Tirta Mumbul Jaya Abadi,"Jalan Melati No.9 Kelurahan Banjar Jawa Kec. Buleleng Kab. Buleleng, Banjar Jawa, Buleleng, Kabupaten Buleleng, Bali",Telp. 0362 21953,,11051
1310.,PT Tirta Rejeki Dewata,"JL RAJAWALI NO 5, DAUH PEKEN, TABANAN, Kabupaten Tabanan, Bali",Telp. 085*********,,11051
1311.,PT Tirta Sukses Perkasa,"DESA SAMSAM, Samsam, Kerambitan, Kabupaten Tabanan, Bali",Telp. 02157958822,,11051
1312.,CV Tirta Tamanbali,"Br. Umanyar, Tamanbali, Bangli, Tamanbali, Bangli, Kabupaten Bangli, Bali",Telp. 0366 91454,,11051
1313.,CV Tirta Usada,"Br. Penebel Kelod, Penebel, Penebel, Kabupaten Tabanan, Bali",Telp. 081*********,,21022
1314.,PT Tohpati Grafika Utama,"Jl Gatot Subroto Timur No 38 Kel Kesiman Kertalangu, Kec Denpasar Timur, Denpasar, Prov Bali 80237, Kesiman Kertalangu, Denpasar Timur, Kota Denpasar, Bali",Telp. 0361468227,,18111
1315.,PR Toosi Bali Group,"Jalan Kecubung Gang Nagasari No. 7, Sumerta Kaja, Denpasar Timur, Kota Denpasar, Bali",Telp. 085*********,,10761
1316.,PT TREND STUDIO,"JALAN RAYA SEMER GANG SIAN NO. 4, LINK. ANYAR KELOD, KEROBOKAN, KUTA UTARA, Kabupaten Badung, Bali",Telp. 0361737493,,14111
1317.,PT TRI HITA CITRA PERSADA,"Jl. Banjar Auman, Pelaga, Petang, Kabupaten Badung, Bali",Telp. 03617993966,,11020
1318.,CV Tri Hita Karana Konsultan,"Banjar Dinas Balangan, Kuwun, Mengwi, Kabupaten Badung, Bali",Telp. 082*********,,62029
1319.,PR Tri Hita Karya,"JL PANJI NO 11B, Desa/Kelurahan Dalung, Kec. Kuta Utara, Kab. Badung, Dalung, Kuta Utara, Kabupaten Badung, Bali",Telp. 087*********,,11010
1320.,CV Tri Utami Bali,"Jalan Merak Nomor 4A, Kesiman Kertalangu, Denpasar Timur, Kota Denpasar, Bali",Telp. 081********,,31001
1321.,PT Trimitra Swadaya,"Jl Gulingan, mengwi, mengwitani, Kabupaten Badung, Bali",Telp. (021) 42880908,,22220
1322.,PT Tripper Nature,"Jalan Raya Batubulan, Br. Tegaltamu, Batubulan, Sukawati, Kabupaten Gianyar, Bali",Telp. 0361 291000,,10772
1323.,PT Tritara Orbit Pakarti,"Jl. Munduk Klp. Balian, Kel/Desa Tegal Badeng Timur, Kec. Negara, Kab. Jembrana, Tegal Badeng Timur, Negara, Kabupaten Jembrana, Bali",Telp. 02127651960,,11010
1324.,PR Tunjung Biru,"Desa Tenganan Pagringsingan, Tenganan, Manggis, Kabupaten Karang Asem, Bali",Telp. 0,,13122
1325.,PT Ubud Kejayaan Abadi,"Jalan Kampung Bali II No.8, Banjar Canggu, Desa Canggu, Kuta Utara, Kabupaten Badung, Bali",Telp. 083*********,,63122
1326.,PR Ud Alam Rempah,"Jl Pantai Pererenan, Br Pengembungan, Kel Pererenan, Kec Mengwi Kab Badung, Pererenan, Mengwi, Kabupaten Badung, Bali",Telp. 081*********,,20232
1327.,PR Ud Alam Rempah,"Br Pengembungan, Pererenan, Mengwi, Kabupaten Badung, Bali",Telp. 811384030,,20232
1328.,PR Ud Cempaka,"JL. TULIP GG. I NO. 3, BR/LINK. KERTA BUMI, Sumerta Kaja, Denpasar Timur, Kota Denpasar, Bali",Telp. 081********,,32113
1329.,PR Ud Nantafood,"JL.CEKOMARIA GG INTAN I A NO 3 DPS, BR/LINK.KEDUA,, Peguyangan  Kangin, Denpasar Utara, Kota Denpasar, Bali",Telp. 081********,,10796
1330.,UD Ud. Bali Jaya,"Jl. Raya Tanah Lot KM.4, Pandak Bandung, Kediri, Kabupaten Tabanan, Bali",Telp. 0361 830942,,22112
1331.,PR Ud. Bungan Jepun,"Jl. Bingin Sari III no. 137 Jimbaran, Jimbaran, Kuta Selatan, Kabupaten Badung, Bali",Telp. 081*********,,20232
1332.,PR Ud. Duta Laksana,"Jl. Lely, Berangbang, Negara, Kabupaten Jembrana, Bali",Telp. 087************,,25999
1333.,UD Ud. Karya Nadi,"Jl Tukad Unda Barat IV No.8x, Panjer, Denpasar Selatan, Kota Denpasar, Bali",Telp. 0361233123,,25111
1334.,UD Ud. Nikki Sake Bali,"br. bengkel, desa antiga kelod, manggis, Kabupaten Karang Asem, Bali",Telp. 081*********,,11010
1335.,PR Ud. Samudra Kencana,"JL.Pura Segara, Dusun Munduk , Desa Pengambengan, -, Negara, Kabupaten Jembrana, Bali",Telp. (0365)41904,,10219
1336.,UD Ud.citra Ayu Bali,"KAMPIAL, JL. NUANSA UTAMA SELATAN XIX NO.33, KEL.BENOA, KEC.KUTA SELATAN, Benoa, Kuta Selatan, Kabupaten Badung, Bali",Telp. 081********,,20232
1337.,UD Ud.sari Artha,"Jalan I Gusti Ngurah Rai, BR.PANGSAN TENGAH,, Pangsan, Petang, Kabupaten Badung, Bali",Telp. 081********,,10761
1338.,FA Udiyana,"Jalan Danau Tondano No. 58 A, Sanur, Denpasar Selatan, Kota Denpasar, Bali",Telp. 0361 288202,,11010
1339.,PR Uis Indonesia,"Merdeka Raya V No a3, Kuta, Kuta, Kabupaten Badung, Bali",Telp. 081********,,16292
1340.,PR Umah Tunun,"Tenganan Pegringsingan, Tenganan, Manggis, Kabupaten Karang Asem, Bali",Telp. 081*********,,
1341.,PR Umkm Tara,"perum umah melah panji II blok A no 2 panji sukasasa buleleng, Panji, Sukasada, Kabupaten Buleleng, Bali",Telp. 082*********,,10710
1342.,PT Uniplastindo Interbuana,"Br. Mandung Kangin, Sembung Gede, Kerambitan, Kabupaten Tabanan, Bali",Telp. 03618944023,,22220
1343.,KO Unit Desa Menusari,"Banjar Adnyasari, Ekasari, Melaya, Kabupaten Jembrana, Bali",Telp. 085*********,,10631
1344.,PR Upaboga,"Br. Dinas Sidekarya Desa Sidemen, Sidemen, Sidemen, Kabupaten Karang Asem, Bali",Telp. 087*********,,
1345.,PT Urus Smoke Brand,"Pergudangan Safe 'N' Lock, Gudang B2308, Jalan Lingkar Timur KM 5,5, Rangkahkidul, Sidoarjo, Kabupaten Sidoarjo, Jawa Timur",Telp. 081*********,,12019
1346.,PT Usaha Sukses Mandiri,"Jl. Raya Kapal Munggu Br. Batanduren, Ds Cepaka Kediri Tabanan, Cepaka, Kediri, Kabupaten Tabanan, Bali",Telp. 03618483568,,23952
1347.,PR Utep Muhaimin,"Jalan Anusapati No. 30Z, Gianyar, Gianyar, Kabupaten Gianyar, Bali",Telp. 082*********,,14111
1348.,PT VALENCIA BALI MAKMUR,"Kakatua 27, Dajan Peken, Tabanan, Kabupaten Tabanan, Bali",Telp. 0361-4790283,,10710
1349.,PT Vape Revolusi Indonesia,"JL. BY PASS NGURAH RAI NO. 274 UNIT A, Sesetan, Denpasar Selatan, Kota Denpasar, Bali",Telp. 081********,,
1350.,PT Vapor Drops Indo Abadi,"Jalan Hasanuddin No. 3, Dauh Puri Kangin, Denpasar Barat, Kota Denpasar, Bali",Telp. 087*********,,12099
1351.,PT Varash Indonesia Jaya,"LC. IR. Soekarno, Banjar Tegal Belodan, DAUH PEKEN, TABANAN, Kabupaten Tabanan, Bali",Telp. 03619008384,,21022
1352.,CV Veel Bali Central,"Gang III, Desa/Kelurahan peguyangan, kec. denpasar utara, kota denpasar, provinsi bali, Peguyangan, Denpasar Utara, Kota Denpasar, Bali",Telp. 087*********,,14111
1353.,PT Virtual Team Software,"Jalan By Pass NGurah Rai No.67, Kedonganan, Kuta, Kabupaten Badung, Bali",Telp. 03612003199,,62029
1354.,PT Visionbali,"JALAN TUKAD BADUNG XXIII NOMOR 27, BANJAR/LINGKUNGAN WIRASATYA, Sidakarya, Denpasar Selatan, Kota Denpasar, Bali",Telp. 081********,,21022
1355.,UD Wahyu Ro,"Jalan Ahmad Yani, Jasri Kelod, Subagan, Karangasem, Kabupaten Karang Asem, Bali",Telp. 081*********,,11052
1356.,PR Wahyudi,"BANJAR DINAS TEGALASIH, Desa/Kelurahan Pucaksari, Kec. Busungbiu, Kab. Buleleng, Provinsi Bali, Pucaksari, Busungbiu, Kabupaten Buleleng, Bali",Telp. 0,,10774
1357.,PT Warnigo Selamat Liburan,"Jalan Pantai Berawa Nomor 150 unit 3, Tibubeneng, Kuta Utara, Kabupaten Badung, Bali",Telp. 0361 9067618,,63122
1358.,PR Wastara,"BR. SAKIH Desa Guwang Sukawati Gianyar, Guwang, Sukawati, Kabupaten Gianyar, Bali",Telp. 087*********,,
1359.,PR Wayan Wenten,"Dusun Delod Margi Desa Sarimekar, Sarimekar, Buleleng, Kabupaten Buleleng, Bali",Telp. 081********,,25999
1360.,PT Wedanata Industri Nusantara,"Jalan Katjong Sleman II, Banjar Bersih Tegal, Darmasaba, Abiansemal, Kabupaten Badung, Bali",Telp. 081*********,,14112
1361.,PR Werdhi Jaya Computer,"Jalan A.Yani Gg VII No 8, Dauh Puri Kaja, Denpasar Utara, Kota Denpasar, Bali",Telp. 087*********,,95110
1362.,PT WICO INTERNA,"Jl. Arteri Wico No.111, Kalibukbuk, Buleleng, Kabupaten Buleleng, Bali","Telp. 0362-3435885, 0362-3435886",,11020
